Country,Country_id,Policy_type,Policy_subtype,Policy_start_date,Air_ban,Air_ban_info,Land_ban,Land_ban_info,Sea_ban,Sea_ban_info,Citizen_ban,Citizen_ban_info,Travel_history_ban,Travel_history_ban_info,Refugee_ban,Refugee_ban_info,Visa_ban,Visa_ban_info,Citizen_exceptions,Citizen_exceptions_info,Country_exceptions,Country_exceptions_info,Work_exceptions
"Saint Helena, Ascension and Tristan da Cunha",SHN,COMPLETE,WORK_EXCEP,2020-03-26,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"St Helena Status citizens, St Helena residents, holders of long term entry permits",0,no policy,1
Svalbard and Jan Mayen,SJM,COMPLETE,SPECIFIC_COUNTRY,2020-07-15,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"Denmark, Sweden, Finland, Iceland, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland, United Kingdom ",0
Solomon Islands,SLB,PARTIAL,BORDER_CLOSURE,2020-06-15,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Sierra Leone,SLE,COMPLETE,ESSENTIAL_ONLY,2020-05-03,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
El Salvador,SLV,PARTIAL,BORDER_CLOSURE,2020-03-17,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
San Marino,SMR,NOPOLICYIMPLEMENTED,NONE,2001-01-01,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Somaliland,SOL,COMPLETE,ESSENTIAL_ONLY,2020-03-26,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Somalia,SOM,PARTIAL,BORDER_CLOSURE,2020-05-14,0,no policy,1,"Kenya, Ethiopia",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Saint Pierre and Miquelon,SPM,PARTIAL,BORDER_CLOSURE,2020-03-23,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Serbia,SRB,COMPLETE,CITIZEN_EXCEP,2020-03-15,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
South Sudan,SSD,COMPLETE,ESSENTIAL_ONLY,2020-03-23,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Sao Tome and Principe,STP,PARTIAL,BORDER_CLOSURE,2020-07-01,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Andorra, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, British Indian Ocean Territory, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Curaçao, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, Finland, France, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Japan, Jersey, Jordan, Kazakhstan, Kenya, Kiribati, North Korea, South Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Macao, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Monaco, Mongolia, Montenegro, Montserrat, Morocco, Myanmar, Namibia, Nauru, Nepal, Netherlands, New Caledonia, New Zealand, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Norway, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Poland, Puerto Rico, Qatar, Réunion, Romania, Russian Federation, Rwanda, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Sint Maarten (Dutch part), Slovakia, Slovenia, Solomon Islands, Somalia, Somaliland, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Thailand, Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States Minor Outlying Islands, United States of America, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Suriname,SUR,COMPLETE,CITIZEN_EXCEP,2020-04-09,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
Slovakia,SVK,PARTIAL,CITIZENSHIP_BAN,2020-12-07,0,no policy,0,no policy,0,no policy,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, British Indian Ocean Territory, Brunei Darussalam, Burkina Faso, Burundi, Cape Verde, Cambodia, Cameroon, Cayman Islands, Central African Republic, Chad, Chile, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Eswatini, Ethiopia, Falkland Islands (Malvinas), Fiji, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Ghana, Gibraltar, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Honduras, Hong Kong, India, Indonesia, Iran, Iraq, Isle of Man, Israel, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kiribati, North Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Lebanon, Lesotho, Liberia, Libya, Macao, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Mongolia, Montenegro, Montserrat, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, New Caledonia, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Puerto Rico, Qatar, Réunion, Russian Federation, Rwanda, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Sint Maarten (Dutch part), Solomon Islands, Somalia, Somaliland, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Syrian Arab Republic, Tajikistan, United Republic of Tanzania, Thailand, Timor-Leste (East Timor), Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United States Minor Outlying Islands, United States of America, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe, Croatia, Bulgaria, Canada, Cyprus, Ireland, United Kingdom, San Marino, Holy See (Vatican City State)",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Slovenia,SVN,PARTIAL,BORDER_CLOSURE,2020-06-19,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Australia, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, British Indian Ocean Territory, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cape Verde, Cambodia, Cameroon, Canada, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Ghana, Gibraltar, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hong Kong, India, Indonesia, Iran, Iraq, Isle of Man, Israel, Jamaica, Japan, Jersey, Jordan, Kazakhstan, Kenya, Kiribati, North Korea, South Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Lebanon, Lesotho, Liberia, Libya, Macao, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Monaco, Mongolia, Montserrat, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, Netherlands, New Caledonia, New Zealand, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Poland, Portugal, Puerto Rico, Qatar, Réunion, Romania, Russian Federation, Rwanda, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Sint Maarten (Dutch part), Solomon Islands, Somalia, Somaliland, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Thailand, Timor-Leste (East Timor), Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States Minor Outlying Islands, United States of America, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Sweden,SWE,PARTIAL,CITIZENSHIP_BAN,2020-12-22,0,no policy,0,no policy,0,no policy,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, British Indian Ocean Territory, Brunei Darussalam, Burkina Faso, Burundi, Cape Verde, Cambodia, Cameroon, Canada, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Ghana, Gibraltar, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Honduras, Hong Kong, India, Indonesia, Iran, Iraq, Isle of Man, Israel, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kiribati, North Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Lebanon, Lesotho, Liberia, Libya, Macao, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Mongolia, Montenegro, Montserrat, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, New Caledonia, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Puerto Rico, Qatar, Réunion, Russian Federation, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Sint Maarten (Dutch part), Solomon Islands, Somalia, Somaliland, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Timor-Leste (East Timor), Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States Minor Outlying Islands, United States of America, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Eswatini,SWZ,COMPLETE,CITIZEN_EXCEP,2020-03-27,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, legal residents",0,no policy,0
Sint Maarten (Dutch part),SXM,COMPLETE,SPECIFIC_COUNTRY,2020-11-10,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, permanent residents, family members of citizens and permanent residents",1,"Anguilla, Antigua and Barbuda, Aruba, Bahamas, Barbados, Belgium, Bonaire, St. Eustatius and Saba, Canada, Cayman Isl., China (People's Rep.), Croatia, Cuba, Curacao, Cyrpus Dominica, Domincan Republic, Estonia, Finland, France, French West Indies, Germany, Grenada, Hungary, Italy, Jamaica, Latvia, Liechtenstein, Lithuania, Montserrat, Netherlands, Norway, Panama, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, St. Bartelemy, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Sweden, Switzerland, Trinidad and Tobago, Turks and Caicos Isl., United States, Virgin Isl. (British)",0
Seychelles,SYC,COMPLETE,SPECIFIC_COUNTRY,2020-08-05,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, permanent residents",1,"Austria , Germany, Monaco, United Arab Emirates, Belgium, Hungary, New Zealand, Canada, Iceland, Norway, China, Ireland, Slovakia, Cuba, Italy, Slovenia, Cyprus, Latvia, South Korea, Denmark, Lithuania, Sri Lanka, Estonia, Malaysia, Switzerland, Finland,	Malta, Thailand, France, Mauritius, Tunisia",0
Syrian Arab Republic,SYR,PARTIAL,HISTORY_BAN,2020-04-10,0,no policy,0,no policy,0,no policy,0,no policy,1,"Australia, Belgium, China, Denmark, Finland, France, Germany, Iran, Italy, Japan, South Korea, Spain, Sweden, United States",0,no policy,0,no policy,0,no policy,0,no policy,0
Turks and Caicos Islands,TCA,COMPLETE,ESSENTIAL_ONLY,2020-03-26,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Chad,TCD,PARTIAL,BORDER_CLOSURE,2020-12-29,1,passengers from the United Kingdom and South Africa,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Togo,TGO,PARTIAL,BORDER_CLOSURE,2020-03-29,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Thailand,THA,PARTIAL,VISA_BAN,2020-09-15,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,no policy,0,no policy,0,no policy,0
Tajikistan,TJK,PARTIAL,BORDER_CLOSURE,2020-03-20,1,Dushanbe Airport closed,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Tokelau,TKL,COMPLETE,WORK_EXCEP,2020-03-21,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,approved 20 students and their dependents stranded in Fiji to seek protection in New Zealand with families,0,no policy,1
Turkmenistan,TKM,PARTIAL,BORDER_CLOSURE,2020-08-10,1,no policy,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Timor-Leste,TLS,COMPLETE,WORK_EXCEP,2020-03-28,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"foreigners born in Timor-Leste, resident citizens and legal representatives of minors of Timorese nationality",0,no policy,1
Tonga,TON,PARTIAL,BORDER_CLOSURE,2020-03-23,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Trinidad and Tobago,TTO,COMPLETE,ESSENTIAL_ONLY,2020-07-21,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Tunisia,TUN,COMPLETE,ESSENTIAL_ONLY,2020-03-18,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Turkey,TUR,PARTIAL,BORDER_CLOSURE,2020-03-27,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Tuvalu,TUV,PARTIAL,HISTORY_BAN,2020-03-15,0,no policy,0,no policy,0,no policy,0,no policy,1,China,0,no policy,0,no policy,0,no policy,0,no policy,0
"Taiwan, Province of China",TWN,PARTIAL,BORDER_CLOSURE,2020-03-24,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
"Tanzania, United Republic of",TZA,PARTIAL,BORDER_CLOSURE,2020-04-11,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Uganda,UGA,PARTIAL,BORDER_CLOSURE,2020-03-22,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Ukraine,UKR,COMPLETE,WORK_EXCEP,2020-08-29,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"Citizens, permanent residents",0,no policy,1
Uruguay,URY,COMPLETE,CITIZEN_EXCEP,2020-03-24,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"Nationals, permanent residents",0,no policy,0
United States,USA,PARTIAL,VISA_BAN,2020-10-13,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,no policy,0,no policy,0,no policy,0
Uzbekistan,UZB,PARTIAL,BORDER_CLOSURE,2020-03-23,0,no policy,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Holy See (Vatican City State),VAT,COMPLETE,WORK_EXCEP,2020-03-10,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,Citizens,0,no policy,1
"Venezuela, Bolivarian Republic of",VEN,PARTIAL,BORDER_CLOSURE,2020-10-13,1,Extends air travel ban,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
"Virgin Islands, British",VGB,COMPLETE,CITIZEN_EXCEP,2020-04-14,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, residents",0,no policy,0
"Virgin Islands, U.S.",VIR,COMPLETE,WORK_EXCEP,2020-08-19,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, permanent residents",0,no policy,1
Viet Nam,VNM,COMPLETE,ESSENTIAL_ONLY,2020-06-24,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Vanuatu,VUT,COMPLETE,CITIZEN_EXCEP,2020-11-11,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"Citizens, permanent residents",0,no policy,0
Wallis and Futuna,WLF,COMPLETE,ESSENTIAL_ONLY,2020-03-24,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Samoa,WSM,PARTIAL,BORDER_CLOSURE,2020-09-03,0,no policy,0,no policy,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Republic of Kosovo,XKX,COMPLETE,CITIZEN_EXCEP,2020-03-16,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
Yemen,YEM,PARTIAL,BORDER_CLOSURE,2020-04-08,0,no policy,1,"Yemeni authorities closed the Al-Wadia border crossing, the country's only remaining border crossing with Saudi Arabia",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
South Africa,ZAF,PARTIAL,BORDER_CLOSURE,2020-06-01,0,no policy,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Zambia,ZMB,PARTIAL,BORDER_CLOSURE,2020-08-01,1,Flights only to/from Kenneth Kaunda International Airport,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Zimbabwe,ZWE,COMPLETE,CITIZEN_EXCEP,2020-03-23,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, residents",0,no policy,0
