location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Czechia,CZE,1/2/2021,13223,13223,,1247,1996,0.12,0.12,,186
Czechia,CZE,1/3/2021,14131,14131,,908,1840,0.13,0.13,,172
Czechia,CZE,1/4/2021,17667,17667,,3536,2019,0.16,0.16,,189
Czechia,CZE,1/5/2021,22134,22134,,4467,2167,0.21,0.21,,202
Czechia,CZE,1/6/2021,27712,27712,,5578,2471,0.26,0.26,,231
Czechia,CZE,1/7/2021,35473,35473,,7761,3394,0.33,0.33,,317
Czechia,CZE,1/8/2021,45330,45330,,9857,4765,0.42,0.42,,445
Czechia,CZE,1/9/2021,47296,47296,,1966,4868,0.44,0.44,,455
Czechia,CZE,1/10/2021,48986,48986,,1690,4979,0.46,0.46,,465
Czechia,CZE,1/11/2021,58504,58504,,9518,5834,0.55,0.55,,545
Czechia,CZE,1/12/2021,71442,71442,,12938,7044,0.67,0.67,,658
Czechia,CZE,1/13/2021,84706,84706,,13264,8142,0.79,0.79,,760
Czechia,CZE,1/14/2021,99296,99296,,14590,9118,0.93,0.93,,851
Czechia,CZE,1/15/2021,112639,112639,,13343,9616,1.05,1.05,,898
Czechia,CZE,1/16/2021,115934,115934,,3295,9805,1.08,1.08,,916
Czechia,CZE,1/17/2021,118971,118349,622,3037,9998,1.11,1.11,0.01,934
Czechia,CZE,1/18/2021,132504,130111,2393,13533,10571,1.24,1.21,0.02,987
Czechia,CZE,1/19/2021,147121,142057,5064,14617,10811,1.37,1.33,0.05,1010
Czechia,CZE,1/20/2021,161863,154246,7617,14742,11022,1.51,1.44,0.07,1029
Czechia,CZE,1/21/2021,177945,168627,9318,16082,11236,1.66,1.57,0.09,1049
Czechia,CZE,1/22/2021,192783,182476,10307,14838,11449,1.8,1.7,0.1,1069
Czechia,CZE,1/23/2021,196381,185262,11119,3598,11492,1.83,1.73,0.1,1073
Czechia,CZE,1/24/2021,198917,187234,11683,2536,11421,1.86,1.75,0.11,1066
Czechia,CZE,1/25/2021,210347,196059,14288,11430,11120,1.96,1.83,0.13,1038
Czechia,CZE,1/26/2021,222450,204828,17622,12103,10761,2.08,1.91,0.16,1005
Denmark,DNK,12/27/2020,6631,6631,,,,0.11,0.11,,
Denmark,DNK,12/28/2020,8625,8625,,1994,1994,0.15,0.15,,344
Denmark,DNK,12/29/2020,17707,17707,,9082,5538,0.31,0.31,,956
Denmark,DNK,12/30/2020,29245,29245,,11538,7538,0.5,0.5,,1301
Denmark,DNK,12/31/2020,35569,35569,,6324,7234,0.61,0.61,,1249
Denmark,DNK,1/1/2021,37951,37951,,2382,6264,0.66,0.66,,1081
Denmark,DNK,1/2/2021,46967,46967,,9016,6723,0.81,0.81,,1161
Denmark,DNK,1/3/2021,53018,53018,,6051,6627,0.92,0.92,,1144
Denmark,DNK,1/4/2021,55447,55447,,2429,6689,0.96,0.96,,1155
Denmark,DNK,1/5/2021,68984,68984,,13537,7325,1.19,1.19,,1265
Denmark,DNK,1/6/2021,88949,88949,,19965,8529,1.54,1.54,,1472
Denmark,DNK,1/7/2021,106562,106562,,17613,10142,1.84,1.84,,1751
Denmark,DNK,1/8/2021,115120,115120,,8558,11024,1.99,1.99,,1903
Denmark,DNK,1/9/2021,117018,117018,,1898,10007,2.02,2.02,,1728
Denmark,DNK,1/10/2021,117833,117833,,815,9259,2.03,2.03,,1599
Denmark,DNK,1/11/2021,118492,118492,,659,9006,2.05,2.05,,1555
Denmark,DNK,1/12/2021,118952,118952,,460,7138,2.05,2.05,,1232
Denmark,DNK,1/13/2021,131627,131627,,12675,6097,2.27,2.27,,1053
Denmark,DNK,1/14/2021,149410,149410,,17783,6121,2.58,2.58,,1057
Denmark,DNK,1/15/2021,164489,164484,5,15079,7053,2.84,2.84,0,1218
Denmark,DNK,1/16/2021,169177,169165,12,4688,7451,2.92,2.92,0,1286
Denmark,DNK,1/17/2021,172440,171702,738,3263,7801,2.98,2.96,0.01,1347
Denmark,DNK,1/18/2021,178469,175573,2896,6029,8568,3.08,3.03,0.05,1479
Denmark,DNK,1/19/2021,183082,178060,5022,4613,9161,3.16,3.07,0.09,1582
Denmark,DNK,1/20/2021,186512,179576,6936,3430,7841,3.22,3.1,0.12,1354
Denmark,DNK,1/21/2021,190381,181091,9290,3869,5853,3.29,3.13,0.16,1010
Denmark,DNK,1/22/2021,196648,181741,14907,6267,4594,3.4,3.14,0.26,793
Denmark,DNK,1/23/2021,204340,182487,21853,7692,5023,3.53,3.15,0.38,867
Denmark,DNK,1/24/2021,210992,183043,27949,6652,5507,3.64,3.16,0.48,951
Denmark,DNK,1/25/2021,213724,183295,30429,2732,5036,3.69,3.16,0.53,869
Ecuador,ECU,1/21/2021,0,0,,,,0,0,,
Ecuador,ECU,1/22/2021,108,108,,108,108,0,0,,6
England,,12/20/2020,568044,568044,,,,1.01,1.01,,
England,,12/21/2020,,,,,37625,,,,668
England,,12/22/2020,,,,,37625,,,,668
England,,12/23/2020,,,,,37625,,,,668
England,,12/24/2020,,,,,37625,,,,668
England,,12/25/2020,,,,,37625,,,,668
England,,12/26/2020,,,,,37625,,,,668
England,,12/27/2020,831416,831416,,,37625,1.48,1.48,,668
England,,12/28/2020,,,,,39253,,,,697
England,,12/29/2020,,,,,40882,,,,726
England,,12/30/2020,,,,,42511,,,,755
England,,12/31/2020,,,,,44139,,,,784
England,,1/1/2021,,,,,45768,,,,813
England,,1/2/2021,,,,,47396,,,,842
England,,1/3/2021,1174592,1154306,20286,,49025,2.09,2.05,0.04,871
England,,1/4/2021,,,,,65678,,,,1167
England,,1/5/2021,,,,,82331,,,,1463
England,,1/6/2021,,,,,98984,,,,1759
England,,1/7/2021,,,,,115637,,,,2054
England,,1/8/2021,,,,,132290,,,,2350
England,,1/9/2021,,,,,148943,,,,2646
England,,1/10/2021,2333764,1959151,374613,,165596,4.15,3.48,0.67,2942
England,,1/11/2021,2474205,2080280,393925,140441,162002,4.4,3.7,0.7,2878
England,,1/12/2021,2661850,2254556,407294,187645,165152,4.73,4.01,0.72,2934
England,,1/13/2021,2910027,2494371,415656,248177,176950,5.17,4.43,0.74,3144
England,,1/14/2021,3189674,2769164,420510,279647,193243,5.67,4.92,0.75,3433
England,,1/15/2021,3514385,3090058,424327,324711,215973,6.24,5.49,0.75,3837
England,,1/16/2021,3791594,3365492,426102,277209,231918,6.74,5.98,0.76,4120
England,,1/17/2021,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096
England,,1/18/2021,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173
England,,1/19/2021,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461
England,,1/20/2021,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646
England,,1/21/2021,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850
England,,1/22/2021,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106
England,,1/23/2021,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529
England,,1/24/2021,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639
England,,1/25/2021,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805
Estonia,EST,12/28/2020,207,207,,,,0.02,0.02,,
Estonia,EST,12/29/2020,516,516,,309,309,0.04,0.04,,233
Estonia,EST,12/30/2020,884,884,,368,338,0.07,0.07,,255
Estonia,EST,12/31/2020,1907,1907,,1023,567,0.14,0.14,,427
Estonia,EST,1/1/2021,2487,2487,,580,570,0.19,0.19,,430
Estonia,EST,1/2/2021,,,,,459,,,,346
Estonia,EST,1/3/2021,2517,2517,,,385,0.19,0.19,,290
Estonia,EST,1/4/2021,2535,2535,,18,333,0.19,0.19,,251
Estonia,EST,1/5/2021,3188,3188,,653,382,0.24,0.24,,288
Estonia,EST,1/6/2021,5009,5009,,1821,589,0.38,0.38,,444
Estonia,EST,1/7/2021,6632,6632,,1623,675,0.5,0.5,,509
Estonia,EST,1/8/2021,7973,7973,,1341,784,0.6,0.6,,591
Estonia,EST,1/9/2021,10197,10197,,2224,1099,0.77,0.77,,828
Estonia,EST,1/10/2021,10749,10749,,552,1176,0.81,0.81,,887
Estonia,EST,1/11/2021,10972,10972,,223,1205,0.83,0.83,,908
Estonia,EST,1/12/2021,11896,11896,,924,1244,0.9,0.9,,938
Estonia,EST,1/13/2021,13481,13481,,1585,1210,1.02,1.02,,912
Estonia,EST,1/14/2021,14879,14879,,1398,1178,1.12,1.12,,888
Estonia,EST,1/15/2021,16677,16677,,1798,1243,1.26,1.26,,937
Estonia,EST,1/16/2021,17959,17959,,1282,1109,1.35,1.35,,836
Estonia,EST,1/17/2021,18179,18179,,220,1061,1.37,1.37,,800
Estonia,EST,1/18/2021,18275,18275,,96,1043,1.38,1.38,,786
Estonia,EST,1/19/2021,19315,19315,,1040,1060,1.46,1.46,,799
Estonia,EST,1/20/2021,20478,20478,,1163,1000,1.54,1.54,,754
Estonia,EST,1/21/2021,21985,21985,,1507,1015,1.66,1.66,,765
Estonia,EST,1/22/2021,24196,24196,,2211,1074,1.82,1.82,,810
Estonia,EST,1/23/2021,25704,25704,,1508,1106,1.94,1.94,,834
Estonia,EST,1/24/2021,25964,25964,,260,1112,1.96,1.96,,838
Estonia,EST,1/25/2021,26126,26126,,162,1122,1.97,1.97,,846
Estonia,EST,1/26/2021,27180,27180,,1054,1124,2.05,2.05,,847
European Union,,12/27/2020,45666,45665,1,,,0.01,0.01,0,
European Union,,12/28/2020,85113,84018,1,39447,39447,0.02,0.02,0,89
European Union,,12/29/2020,166720,164258,1,81607,60527,0.04,0.04,0,136
European Union,,12/30/2020,304355,300565,1,137635,86230,0.07,0.07,0,194
European Union,,12/31/2020,397967,391089,1,93612,88075,0.09,0.09,0,198
European Union,,1/1/2021,438284,431406,1,40317,78524,0.1,0.1,0,176
European Union,,1/2/2021,542320,535442,1,104036,82776,0.12,0.12,0,186
European Union,,1/3/2021,659743,645975,1,117423,87725,0.15,0.15,0,197
European Union,,1/4/2021,935712,917107,1,275969,121514,0.21,0.21,0,273
European Union,,1/5/2021,1239343,1212897,1,303631,153232,0.28,0.27,0,344
European Union,,1/6/2021,1491258,1450411,1,251915,169558,0.34,0.33,0,381
European Union,,1/7/2021,1889056,1834450,1,397798,213013,0.42,0.41,0,479
European Union,,1/8/2021,2291071,2233485,1,402015,264684,0.51,0.5,0,595
European Union,,1/9/2021,2481266,2423679,2,190195,276992,0.56,0.54,0,623
European Union,,1/10/2021,2713964,2625792,2,232698,293460,0.61,0.59,0,660
European Union,,1/11/2021,3142812,3043999,3,428848,315300,0.71,0.68,0,709
European Union,,1/12/2021,3592157,3481562,14,449345,336116,0.81,0.78,0,755
European Union,,1/13/2021,4150065,4024787,16,557908,379830,0.93,0.9,0,854
European Union,,1/14/2021,4682518,4537651,71,532453,399066,1.05,1.02,0,897
European Union,,1/15/2021,5229933,5063401,316,547415,419837,1.18,1.14,0,944
European Union,,1/16/2021,5439911,5265801,797,209978,422664,1.22,1.18,0,950
European Union,,1/17/2021,5689675,5491118,22000,249764,425102,1.28,1.23,0,955
European Union,,1/18/2021,6116127,5992655,58678,426452,424759,1.37,1.35,0.01,955
European Union,,1/19/2021,6602013,6418339,117624,485886,429979,1.48,1.44,0.03,966
European Union,,1/20/2021,7148782,6871618,204877,546769,428388,1.61,1.54,0.05,963
European Union,,1/21/2021,7685770,7271593,325651,536988,429036,1.73,1.63,0.07,964
European Union,,1/22/2021,8360862,7849568,409387,675092,447276,1.88,1.76,0.09,1005
European Union,,1/23/2021,8647020,8048334,496779,286158,458158,1.94,1.81,0.11,1030
European Union,,1/24/2021,8844611,8179117,563587,197591,450705,1.99,1.84,0.13,1013
European Union,,1/25/2021,9387729,8632978,754751,543118,467372,2.11,1.94,0.17,1050
European Union,,1/26/2021,9734827,8860474,874353,347098,447545,2.19,1.99,0.2,1006
Finland,FIN,12/31/2020,1767,,,,,0.03,,,
Finland,FIN,1/1/2021,,,,,459,,,,83
Finland,FIN,1/2/2021,,,,,459,,,,83
Finland,FIN,1/3/2021,,,,,459,,,,83
Finland,FIN,1/4/2021,3604,,,,459,0.07,,,83
Finland,FIN,1/5/2021,5445,,,1841,736,0.1,,,133
Finland,FIN,1/6/2021,,,,,839,,,,151
Finland,FIN,1/7/2021,8155,,,,913,0.15,,,165
Finland,FIN,1/8/2021,11135,,,2980,1273,0.2,,,230
Finland,FIN,1/9/2021,,,,,1353,,,,244
Finland,FIN,1/10/2021,,,,,1433,,,,259
Finland,FIN,1/11/2021,14196,,,,1513,0.26,,,273
Finland,FIN,1/12/2021,17617,,,3421,1739,0.32,,,314
Finland,FIN,1/13/2021,23126,,,5509,2332,0.42,,,421
Finland,FIN,1/14/2021,33033,,,9907,3554,0.6,,,641
Finland,FIN,1/15/2021,43143,,,10110,4573,0.78,,,825
Finland,FIN,1/16/2021,,,,,4971,,,,897
Finland,FIN,1/17/2021,,,,,5369,,,,969
Finland,FIN,1/18/2021,54568,,,,5767,0.98,,,1041
Finland,FIN,1/19/2021,55824,,,1256,5458,1.01,,,985
Finland,FIN,1/20/2021,62061,,,6237,5562,1.12,,,1004
Finland,FIN,1/21/2021,78300,,,16239,6467,1.41,,,1167
Finland,FIN,1/22/2021,91260,,,12960,6874,1.65,,,1241
Finland,FIN,1/23/2021,,,,,7253,,,,1309
Finland,FIN,1/24/2021,,,,,7633,,,,1378
Finland,FIN,1/25/2021,110651,106098,4553,,8012,2,1.91,0.08,1446
Finland,FIN,1/26/2021,117007,110047,6960,6356,8740,2.11,1.99,0.13,1577
France,FRA,1/4/2021,1000,1000,,,,0,0,,
France,FRA,1/5/2021,6000,6000,,5000,5000,0.01,0.01,,74
France,FRA,1/6/2021,18000,18000,,12000,8500,0.03,0.03,,125
France,FRA,1/7/2021,45000,45000,,27000,14667,0.07,0.07,,216
France,FRA,1/8/2021,81000,81000,,36000,20000,0.12,0.12,,295
France,FRA,1/9/2021,95000,95000,,14000,18800,0.14,0.14,,277
France,FRA,1/10/2021,107000,107000,,12000,17667,0.16,0.16,,260
France,FRA,1/11/2021,138351,138351,,31351,19622,0.2,0.2,,289
France,FRA,1/12/2021,189834,189834,,51483,26262,0.28,0.28,,387
France,FRA,1/13/2021,247167,247167,,57333,32738,0.36,0.36,,483
France,FRA,1/14/2021,318216,318216,,71049,39031,0.47,0.47,,575
France,FRA,1/15/2021,388730,388730,,70514,43961,0.57,0.57,,648
France,FRA,1/16/2021,413046,413046,,24316,45435,0.61,0.61,,670
France,FRA,1/17/2021,422127,422127,,9081,45018,0.62,0.62,,664
France,FRA,1/18/2021,479873,479873,,57746,48789,0.71,0.71,,719
France,FRA,1/19/2021,585664,585664,,105791,56547,0.86,0.86,,834
France,FRA,1/20/2021,692777,692777,,107113,63659,1.02,1.02,,938
France,FRA,1/21/2021,823567,823567,,130790,72193,1.21,1.21,,1064
France,FRA,1/22/2021,963139,963139,,139572,82058,1.42,1.42,,1210
France,FRA,1/23/2021,1008720,1008720,,45581,85096,1.49,1.49,,1254
France,FRA,1/24/2021,1026871,1026871,,18151,86392,1.51,1.51,,1274
France,FRA,1/25/2021,1092958,1092958,,66087,87584,1.61,1.61,,1291
France,FRA,1/26/2021,1184510,1184510,,91552,85549,1.75,1.75,,1261
Germany,DEU,12/27/2020,24266,24265,1,,,0.03,0.03,0,
Germany,DEU,12/28/2020,44098,44097,1,19832,19832,0.05,0.05,0,237
Germany,DEU,12/29/2020,87473,87472,1,43375,31604,0.1,0.1,0,377
Germany,DEU,12/30/2020,145393,145392,1,57920,40376,0.17,0.17,0,482
Germany,DEU,12/31/2020,183884,183883,1,38491,39904,0.22,0.22,0,476
Germany,DEU,1/1/2021,208313,208312,1,24429,36809,0.25,0.25,0,439
Germany,DEU,1/2/2021,259523,259522,1,51210,39210,0.31,0.31,0,468
Germany,DEU,1/3/2021,284354,284353,1,24831,37155,0.34,0.34,0,443
Germany,DEU,1/4/2021,333027,333026,1,48673,41276,0.4,0.4,0,493
Germany,DEU,1/5/2021,384129,384128,1,51102,42379,0.46,0.46,0,506
Germany,DEU,1/6/2021,440409,440408,1,56280,42145,0.53,0.53,0,503
Germany,DEU,1/7/2021,498408,498407,1,57999,44932,0.59,0.59,0,536
Germany,DEU,1/8/2021,556533,556532,1,58125,49746,0.66,0.66,0,594
Germany,DEU,1/9/2021,610380,610378,2,53847,50122,0.73,0.73,0,598
Germany,DEU,1/10/2021,642873,642871,2,32493,51217,0.77,0.77,0,611
Germany,DEU,1/11/2021,708614,708611,3,65741,53655,0.85,0.85,0,640
Germany,DEU,1/12/2021,788860,788846,14,80246,57819,0.94,0.94,0,690
Germany,DEU,1/13/2021,886436,886420,16,97576,63718,1.06,1.06,0,761
Germany,DEU,1/14/2021,990874,990803,71,104438,70352,1.18,1.18,0,840
Germany,DEU,1/15/2021,1086364,1086053,311,95490,75690,1.3,1.3,0,903
Germany,DEU,1/16/2021,1142164,1141386,778,55800,75969,1.36,1.36,0,907
Germany,DEU,1/17/2021,1187825,1172590,15235,45661,77850,1.42,1.4,0.02,929
Germany,DEU,1/18/2021,1258634,1226720,31914,70809,78574,1.5,1.46,0.04,938
Germany,DEU,1/19/2021,1345822,1285422,60400,87188,79566,1.61,1.53,0.07,950
Germany,DEU,1/20/2021,1468400,1358755,109645,122578,83138,1.75,1.62,0.13,992
Germany,DEU,1/21/2021,1563521,1417809,145712,95121,81807,1.87,1.69,0.17,976
Germany,DEU,1/22/2021,1678787,1501043,177744,115266,84632,2,1.79,0.21,1010
Germany,DEU,1/23/2021,1768553,1548462,220091,89766,89484,2.11,1.85,0.26,1068
Germany,DEU,1/24/2021,1833079,1585682,247397,64526,92179,2.19,1.89,0.3,1100
Germany,DEU,1/25/2021,1921689,1638425,283264,88610,94722,2.29,1.96,0.34,1131
Gibraltar,GIB,1/10/2021,420,420,,,,1.25,1.25,,
Gibraltar,GIB,1/11/2021,1445,1445,,1025,1025,4.29,4.29,,30424
Gibraltar,GIB,1/12/2021,2501,2501,,1056,1040,7.42,7.42,,30869
Gibraltar,GIB,1/13/2021,,,,,986,,,,29266
Gibraltar,GIB,1/14/2021,,,,,959,,,,28465
Gibraltar,GIB,1/15/2021,5135,5135,,,943,15.24,15.24,,27990
Gibraltar,GIB,1/16/2021,5847,5847,,712,904,17.35,17.35,,26832
Gibraltar,GIB,1/17/2021,5847,5847,,0,775,17.35,17.35,,23003
Gibraltar,GIB,1/18/2021,6435,6435,,588,713,19.1,19.1,,21163
Gibraltar,GIB,1/19/2021,7017,7017,,582,645,20.83,20.83,,19145
Gibraltar,GIB,1/20/2021,7017,7017,,0,520,20.83,20.83,,15434
Gibraltar,GIB,1/21/2021,7947,7947,,930,527,23.59,23.59,,15642
Gibraltar,GIB,1/22/2021,8877,8877,,930,535,26.35,26.35,,15880
Gibraltar,GIB,1/23/2021,9807,9807,,930,566,29.11,29.11,,16800
Gibraltar,GIB,1/24/2021,10341,10341,,534,642,30.69,30.69,,19056
Gibraltar,GIB,1/25/2021,10539,10539,,198,586,31.28,31.28,,17393
Greece,GRC,12/28/2020,386,386,,,,0,0,,
Greece,GRC,12/29/2020,1056,1056,,670,670,0.01,0.01,,64
Greece,GRC,12/30/2020,1709,1709,,653,662,0.02,0.02,,64
Greece,GRC,12/31/2020,2313,2313,,604,642,0.02,0.02,,62
Greece,GRC,1/1/2021,2591,2591,,278,551,0.02,0.02,,53
Greece,GRC,1/2/2021,3132,3132,,541,549,0.03,0.03,,53
Greece,GRC,1/3/2021,3843,3843,,711,576,0.04,0.04,,55
Greece,GRC,1/4/2021,9975,9975,,6132,1370,0.1,0.1,,131
Greece,GRC,1/5/2021,16233,16233,,6258,2168,0.16,0.16,,208
Greece,GRC,1/6/2021,20466,20466,,4233,2680,0.2,0.2,,257
Greece,GRC,1/7/2021,26006,26006,,5540,3385,0.25,0.25,,325
Greece,GRC,1/8/2021,34787,34787,,8781,4599,0.33,0.33,,441
Greece,GRC,1/9/2021,40163,40163,,5376,5290,0.39,0.39,,508
Greece,GRC,1/10/2021,44080,44080,,3917,5748,0.42,0.42,,551
Greece,GRC,1/11/2021,49645,49645,,5565,5667,0.48,0.48,,544
Greece,GRC,1/12/2021,56199,56199,,6554,5709,0.54,0.54,,548
Greece,GRC,1/13/2021,64619,64619,,8420,6308,0.62,0.62,,605
Greece,GRC,1/14/2021,70695,70695,,6076,6384,0.68,0.68,,612
Greece,GRC,1/15/2021,75276,75276,,4581,5784,0.72,0.72,,555
Greece,GRC,1/16/2021,79744,79744,,4468,5654,0.77,0.77,,542
Greece,GRC,1/17/2021,,,,,5486,,,,526
Greece,GRC,1/18/2021,85223,84803,420,,5083,0.82,0.81,0,488
Greece,GRC,1/19/2021,93179,92139,1040,7956,5283,0.89,0.88,0.01,507
Greece,GRC,1/20/2021,107335,105700,1635,14156,6102,1.03,1.01,0.02,585
Greece,GRC,1/21/2021,123347,121109,2238,16012,7522,1.18,1.16,0.02,722
Greece,GRC,1/22/2021,140870,138312,2558,17523,9371,1.35,1.33,0.02,899
Greece,GRC,1/23/2021,157388,154273,3115,16518,11092,1.51,1.48,0.03,1064
Greece,GRC,1/24/2021,,,,,12128,,,,1164
Greece,GRC,1/25/2021,177377,169456,7921,,13165,1.7,1.63,0.08,1263
Greece,GRC,1/26/2021,195783,182778,13005,18406,14658,1.88,1.75,0.12,1406
Hungary,HUN,12/28/2020,1094,,,,,0.01,,,
Hungary,HUN,12/29/2020,2461,,,1367,1367,0.03,,,142
Hungary,HUN,12/30/2020,3789,,,1328,1348,0.04,,,140
Hungary,HUN,12/31/2020,5110,,,1321,1339,0.05,,,139
Hungary,HUN,1/1/2021,,,,,1578,,,,163
Hungary,HUN,1/2/2021,,,,,1722,,,,178
Hungary,HUN,1/3/2021,12000,,,,1818,0.12,,,188
Hungary,HUN,1/4/2021,15000,,,3000,1987,0.16,,,206
Hungary,HUN,1/5/2021,21000,,,6000,2648,0.22,,,274
Hungary,HUN,1/6/2021,31500,,,10500,3959,0.33,,,410
Hungary,HUN,1/7/2021,42549,,,11049,5348,0.44,,,554
Hungary,HUN,1/8/2021,,,,,6375,,,,660
Hungary,HUN,1/9/2021,,,,,7402,,,,766
Hungary,HUN,1/10/2021,71000,,,,8429,0.73,,,873
Hungary,HUN,1/11/2021,78579,,,7579,9083,0.81,,,940
Hungary,HUN,1/12/2021,86929,,,8350,9418,0.9,,,975
Hungary,HUN,1/13/2021,96101,,,9172,9229,0.99,,,955
Hungary,HUN,1/14/2021,105728,,,9627,9026,1.09,,,934
Hungary,HUN,1/15/2021,112847,,,7119,8688,1.17,,,899
Hungary,HUN,1/16/2021,119944,,,7097,8347,1.24,,,864
Hungary,HUN,1/17/2021,123188,,,3244,7455,1.28,,,772
Hungary,HUN,1/18/2021,131332,129689,1643,8144,7536,1.36,1.34,0.02,780
Hungary,HUN,1/19/2021,133257,130318,2939,1925,6618,1.38,1.35,0.03,685
Hungary,HUN,1/20/2021,138584,134554,4030,5327,6069,1.43,1.39,0.04,628
Hungary,HUN,1/21/2021,144798,138983,5815,6214,5581,1.5,1.44,0.06,578
Hungary,HUN,1/22/2021,150128,143184,6944,5330,5326,1.55,1.48,0.07,551
Hungary,HUN,1/23/2021,153392,145257,8135,3264,4778,1.59,1.5,0.08,495
